timestamp;req_failed;request_per_sec;cpu_percent;memory_percent;lock_count;system_health
1652266642;0.3245;62.87;0.23325226;0.8961029052734375;1;0.6755
1652266657;0.3496;5.53;0.2437506244444444;0.8985137939453125;1;0.6503999999999999
1652266672;0.3284;8.73;0.1455087644444443;0.906036376953125;1;0.6716
1652266687;0.3324;46.33;0.1166084911111111;0.9473419189453124;1;0.6675999999999999
1652266702;0.3164;55.0;0.1897387177777778;0.9328460693359376;1;0.6836
1652266717;0.3644;23.6;0.2221970688888889;0.91424560546875;2;0.6356
1652266732;0.299;24.53;0.1859777244444444;0.9147491455078124;1;0.701
1652266747;0.4122999999999999;7.6;0.1056030511111111;0.9149627685546876;1;0.5877
1652266762;0.3881;7.73;0.0737032533333332;0.91546630859375;1;0.6119
1652266777;0.4086999999999999;10.93;0.0459512133333333;0.91546630859375;1;0.5913
1652266792;0.3692;3.07;0.0369276644444444;0.91546630859375;1;0.6308
1652266807;0.4311;15.93;0.0486196666666667;0.91546630859375;1;0.5689
1652266822;0.541;7.27;0.0496685999999999;0.91546630859375;1;0.4589999999999999
1652266837;0.4245;2.67;0.0507700133333333;0.91546630859375;1;0.5755
1652266852;0.4571;7.0;0.0304742622222221;0.9169769287109376;1;0.5428999999999999
1652266867;0.3513;34.73;0.0850121066666665;0.9189910888671876;1;0.6487
1652266882;0.3787;70.07;0.1966427711111112;0.91949462890625;1;0.6213000000000001
1652266897;0.4646;9.47;0.1969591533333333;0.9300079345703124;1;0.5354
1652266912;0.3153;38.27;0.2238673822222221;0.895263671875;1;0.6847
1652266927;0.3444;124.47;0.3165490244444442;0.8917388916015625;1;0.6556000000000001
1652266942;0.3884;86.33;0.5068523733333332;0.936553955078125;1;0.6115999999999999
1652266957;0.3766;159.13;0.7115421555555554;0.0;1;0.6234000000000001
1652266972;0.4926;166.6;0.5608159349722225;0.0;1;0.5074000000000001
1652266987;0.4926;0.0;0.4453876502222221;0.0;1;0.5074000000000001
1652267002;0.9988;2.87;0.0;0.0;1;0.0012
1652267017;1.0;9.0;0.0;0.0;1;0.0
1652267032;1.0;23.13;0.0;0.0;1;0.0
1652267047;1.0;60.6;0.0;0.0;1;0.0
1652267062;1.0;8.53;0.0;0.0;1;0.0
1652267077;0.9998;16.27;0.0;0.0;1;0.0001999999999999
1652267092;1.0;67.67;0.0;0.0;1;0.0
1652267107;1.0;47.53;0.0;0.0;1;0.0
1652267122;0.9998;20.87;0.0;0.0;1;0.0001999999999999
1652267137;0.9997;11.07;0.0;0.248870849609375;1;0.0003
1652267152;1.0;30.6;0.0;0.5855560302734375;1;0.0
1652267167;1.0;8.8;0.0759606663333333;0.5948638916015625;1;0.0
1652267182;0.0;0.07;0.0669131684444444;0.643035888671875;1;1.0
1652267197;0.0;0.07;0.0536333977777777;0.9538421630859376;1;1.0
1652267212;0.0083;16.07;0.1184949116296296;0.8975067138671875;1;0.9917
1652267227;0.0;52.13;0.3132242544444444;0.8859100341796875;1;1.0
1652267242;0.0066;30.33;0.4475922791111111;0.8444976806640625;1;0.9934
1652267257;0.0060999999999999;22.0;0.4336500888888889;0.855194091796875;1;0.9939
1652267272;0.0185;3.6;0.2277267955555555;0.86627197265625;1;0.9815
1652267287;0.0213;3.13;0.0984652022222222;0.8667755126953125;1;0.9787
1652267302;0.4938;0.27;0.0282295644444444;0.8602294921875;1;0.5062
1652267317;1.0;0.13;0.0140849155555555;0.8285064697265625;1;0.0
1652267332;1.0;0.0;0.00229548;0.8033599853515625;1;0.0
1652267347;1.0;0.0;0.00076786;0.803863525390625;1;0.0
1652267362;1.0;0.0;0.0007302888888889;0.803863525390625;1;0.0
1652267377;1.0;0.0;0.0004790555555555;0.803863525390625;1;0.0
1652267392;1.0;0.0;0.0004518666666666;0.803863525390625;1;0.0
1652267407;1.0;0.0;0.0006783222222221;0.803863525390625;1;0.0
1652267422;1.0;0.0;0.0005406733333333;0.803863525390625;1;0.0
1652267437;1.0;0.0;0.0004093599999999;0.803863525390625;1;0.0
1652267452;1.0;0.0;0.0005618466666666;0.803863525390625;1;0.0
1652267467;1.0;0.0;0.0005578599999999;0.803863525390625;1;0.0
1652267482;1.0;0.0;0.0004938044444444;0.803863525390625;1;0.0
1652267497;1.0;1.0;0.0006216;0.803863525390625;1;0.0
1652267512;1.0;0.0;0.0005559222222222;0.803863525390625;1;0.0
1652267527;1.0;0.0;0.0006284355555555;0.874359130859375;1;0.0
1652267542;0.7844;58.13;0.0556540622222222;0.876373291015625;1;0.2156
1652267557;0.3887;40.13;0.060080211111111;0.8753662109375;1;0.6113000000000001
1652267572;0.8905;14.0;0.0634623733333333;0.8753662109375;1;0.1095
1652267587;0.8905;0.0;0.0150774244444444;0.8753662109375;1;0.1095
1652267602;0.8905;0.0;0.0099715;0.8753662109375;1;0.1095
1652267617;0.8905;0.0;0.0005659022222222;0.888458251953125;1;0.1095
1652267632;0.0;5.33;0.0168551977777778;0.9131317138671876;1;1.0
1652267647;0.0;17.13;0.0733547866666666;0.92169189453125;1;1.0
1652267662;0.0;35.93;0.1610653777777777;0.930755615234375;1;1.0
1652267677;0.0;52.13;0.2841668955555555;0.9342803955078124;1;1.0
1652267692;0.0;61.73;0.3643931222222222;0.9252166748046876;1;1.0
1652267707;0.0;86.13;0.50762628;0.892486572265625;1;1.0
1652267722;0.0;96.13;0.6318062933333333;0.956268310546875;1;1.0
1652267737;0.0;110.07;0.8359281977777776;0.9577789306640624;1;1.0
1652267752;0.0;105.0;0.8908387311111111;0.958282470703125;1;1.0
1652267767;0.0;103.2;0.9688252866666668;0.9517364501953124;1;1.0
1652267782;0.0007;94.33;0.9326065488888892;0.948211669921875;1;0.9993
1652267797;0.0007;99.27;0.9636558688888888;0.950225830078125;1;0.9993
1652267812;0.0007;93.87;0.9349945555555556;0.956268310546875;1;0.9993
1652267827;0.0007;98.87;0.9261817288888884;0.90087890625;1;0.9993
1652267842;0.0007;93.4;0.9291068155555554;0.8963470458984375;1;0.9993
1652267857;0.0007;98.2;0.9020158799999995;0.0;1;0.9993
1652267872;0.5379999999999999;71.13;0.6972584583611111;0.0;1;0.462
1652267887;0.9524;0.07;0.4549822555000008;0.0;1;0.0476
1652267902;1.0;3.4;0.0;0.0184173583984375;1;0.0
1652267917;0.9998;14.07;0.0;0.9557952880859376;1;0.0001999999999999
1652267932;0.635;98.27;0.285765742;0.8555908203125;1;0.365
1652267947;0.2281;95.27;0.4697701092222222;0.93212890625;1;0.7719
1652267962;0.1951999999999999;112.0;0.7147297658148147;0.0;1;0.8048000000000001
1652267977;0.5796;114.8;0.708817291;0.0;1;0.4204
1652267992;0.5796;0.0;0.518644448;0.623992919921875;1;0.4204
1652268007;0.5796;0.0;0.0793581555555555;0.69964599609375;1;0.4204
1652268022;0.5796;0.0;0.0384413451111111;0.74603271484375;1;0.4204
1652268037;0.0;14.0;0.0578919338333333;0.869964599609375;1;1.0
1652268052;0.0;34.07;0.1671387933333333;0.980743408203125;1;1.0
1652268067;0.0;50.8;0.2971712512222222;0.92333984375;1;1.0
1652268082;0.0;60.33;0.4202949844444444;0.964630126953125;1;1.0
1652268097;0.0;87.47;0.5754541355555556;0.8259735107421875;1;1.0
1652268112;0.0;90.0;0.7417031422222221;0.8884124755859375;1;1.0
1652268127;0.0;86.8;0.8461628688888889;0.8162384033203125;1;1.0
1652268142;0.0;79.0;0.8655162333333332;0.8706207275390625;1;1.0
1652268157;0.0;90.93;0.8423880355555554;0.84393310546875;1;1.0
1652268172;0.0;93.13;0.8862707222222224;0.8877410888671875;1;1.0
1652268187;0.0;95.0;0.9235577622222224;0.9028472900390624;1;1.0
1652268202;0.0015;89.6;0.9423496222222222;0.8983154296875;1;0.9985
1652268217;0.0;87.6;0.953573228888889;0.8988189697265625;1;1.0
1652268232;0.0;92.47;0.9457030622222222;0.8988189697265625;1;1.0
1652268247;0.0;85.6;0.929619908888889;0.8978118896484375;1;1.0
1652268262;0.0;82.0;0.9109289711111108;0.899322509765625;1;1.0
1652268277;0.0;89.93;0.9260265888888892;0.90234375;1;1.0
1652268292;0.0008;88.73;0.9315075733333332;0.903350830078125;1;0.9992
1652268307;0.0;87.67;0.9265845755555556;0.9028472900390624;1;1.0
1652268322;0.0;87.53;0.9336055555555554;0.903350830078125;1;1.0
1652268337;0.0;80.13;0.9104505133333328;0.9119110107421876;1;1.0
1652268352;0.0;91.6;0.9501956422222224;0.7511749267578125;1;1.0
1652268367;0.0011;62.27;0.8437883444444443;0.7733306884765625;1;0.9989
1652268382;0.0;87.27;0.864429384444445;0.8085784912109375;1;1.0
1652268397;0.0;87.27;0.8521870088888893;0.8246917724609375;1;1.0
1652268412;0.0;87.2;0.9315435177777772;0.828216552734375;1;1.0
1652268427;0.0;88.2;0.9278125311111112;0.8297271728515625;1;1.0
1652268442;0.0;91.27;0.9248693577777772;0.83123779296875;1;1.0
1652268457;0.0;71.13;0.9388043311111118;0.8377838134765625;1;1.0
1652268472;0.0;83.0;0.9247049022222212;0.84130859375;1;1.0
1652268487;0.0;92.33;0.9103568200000004;0.87957763671875;1;1.0
1652268502;0.0256;93.6;0.9128160133333332;0.8820953369140625;1;0.9744
1652268517;0.0103;25.93;0.663923657777779;0.882598876953125;1;0.9897
1652268532;0.4509;5.47;0.3634976222222222;0.8856201171875;1;0.5490999999999999
1652268547;0.0;17.47;0.0968342866666666;0.888641357421875;1;1.0
1652268562;0.0;36.4;0.1373765755555559;0.888641357421875;1;1.0
1652268577;0.0012;57.87;0.3148987399999997;0.8921661376953125;1;0.9988
1652268592;0.0;68.13;0.5174941800000005;0.8936767578125;1;1.0
1652268607;0.0;84.0;0.7028373466666658;0.8931732177734375;1;1.0
1652268622;0.0;76.53;0.8394240977777776;0.8961944580078125;1;1.0
1652268637;0.0;78.53;0.8999501199999991;0.8972015380859375;1;1.0
1652268652;0.0;91.93;0.9327055200000004;0.8972015380859375;1;1.0
1652268667;0.0;77.87;0.9270372088888886;0.897705078125;1;1.0
1652268682;0.0;92.53;0.9586215200000008;0.9304351806640624;1;1.0
1652268697;0.0;80.73;0.95525576;0.938995361328125;1;1.0
1652268712;0.0;84.73;0.9480977911111116;0.0;1;1.0
1652268727;0.3365999999999999;87.93;0.6986611500555552;0.0;1;0.6634
1652268742;0.3365999999999999;0.0;0.4760331894444458;0.0;1;0.6634
1652268757;0.3365999999999999;0.0;0.0;0.0;1;0.6634
1652268772;1.0;9.13;0.0;0.0;1;0.0
1652268787;1.0;17.4;0.0;0.0;1;0.0
1652268802;1.0;30.4;0.0;0.0;1;0.0
1652268817;1.0;10.2;0.0;0.0;1;0.0
1652268832;1.0;14.73;0.0;0.0;1;0.0
1652268847;1.0;12.2;0.0;0.0;1;0.0
1652268862;0.9999;33.87;0.0;0.0;1;0.0001
1652268877;1.0;26.73;0.0;0.587432861328125;1;0.0
1652268892;1.0;66.4;0.0;0.5526885986328125;1;0.0
1652268907;1.0;0.0;0.0002517464444444;0.5526885986328125;1;0.0
1652268922;1.0;0.0;0.0003319378611111;0.5526885986328125;1;0.0
1652268937;1.0;0.0;0.0003401266666666;0.5526885986328125;1;0.0
1652268952;1.0;0.0;0.0004462666666666;0.553192138671875;1;0.0
1652268967;1.0;0.0;0.0004741355555555;0.6868438720703125;1;0.0
1652268982;0.0;7.53;0.0510073311111111;0.902557373046875;1;1.0
1652268997;0.0;51.8;0.1936888177777777;0.9812164306640624;1;1.0
1652269012;0.0;74.33;0.4626527705925926;0.921295166015625;1;1.0
1652269027;0.0;64.67;0.6802434088148149;0.8341827392578125;1;1.0
1652269042;0.0;62.2;0.7983767577777778;0.8976287841796875;1;1.0
1652269057;0.0;78.07;0.835423071111111;0.9268341064453124;1;1.0
1652269072;0.0;81.13;0.8668378911111112;0.0;1;1.0
1652269087;0.5153;69.73;0.726462671277778;0.0193328857421875;1;0.4846999999999999
1652269102;1.0;52.13;0.3122792866666667;0.743621826171875;1;0.0
1652269117;0.0825999999999999;14.53;0.069276111111111;0.7078704833984375;1;0.9174
1652269132;0.0825999999999999;0.0;0.0640921278333333;0.7078704833984375;1;0.9174
1652269147;0.0825999999999999;0.0;0.0601935414814814;0.80596923828125;1;0.9174
1652269162;0.0;7.0;0.0314022288888888;0.8721466064453125;1;1.0
1652269177;0.0227;70.47;0.3169199377777777;0.7714385986328125;1;0.9773
1652269192;0.0187;60.47;0.5216744534814814;0.9184722900390624;1;0.9813
1652269207;0.0111;84.13;0.7756825207777778;0.931304931640625;1;0.9889
1652269222;0.0;85.73;0.8432258066666667;0.9383544921875;1;1.0
1652269237;0.0;86.13;0.949374171111111;0.9398651123046876;1;1.0
1652269252;0.0;90.13;0.956451648888889;0.9227447509765624;1;1.0
1652269267;0.0;83.87;0.933564022222222;0.921234130859375;1;1.0
1652269282;0.0;74.93;0.9225772644444444;0.9257659912109376;1;1.0
1652269297;0.0;80.67;0.9128756755555556;0.9328155517578124;1;1.0
1652269312;0.0;83.2;0.9270284844444444;0.933319091796875;1;1.0
1652269327;0.0;77.53;0.9016784911111114;0.94842529296875;1;1.0
1652269342;0.0;80.2;0.9259998266666666;0.94842529296875;1;1.0
1652269357;0.0;67.93;0.9041521133333332;0.939361572265625;1;1.0
1652269372;0.0;82.67;0.9073761466666668;0.9398651123046876;1;1.0
1652269387;0.0;81.6;0.8836155688888886;0.9449005126953124;1;1.0
1652269402;0.0;73.33;0.942627822222222;0.9449005126953124;1;1.0
1652269417;0.0;76.8;0.9438910066666664;0.9529571533203124;1;1.0
1652269432;0.0;72.73;0.9387042933333336;0.9549713134765624;1;1.0
1652269447;0.0;83.6;0.9069643755555552;0.953460693359375;1;1.0
1652269462;0.0;76.07;0.9036298111111112;0.9509429931640624;1;1.0
1652269477;0.0;80.73;0.9125432333333328;0.94024658203125;1;1.0
1652269492;0.0;75.93;0.9145405866666666;0.9297943115234376;1;1.0
1652269507;0.0;82.33;0.9199666577777786;0.9364776611328124;1;1.0
1652269522;0.0;79.13;0.9260873044444452;0.943023681640625;1;1.0
1652269537;0.0;83.07;0.8879023266666661;0.9062652587890624;1;1.0
1652269552;0.0;81.2;0.9185938622222224;0.9017333984375;1;1.0
1652269567;0.0;91.53;0.8962769622222216;0.902740478515625;1;1.0
1652269582;0.0;83.07;0.942589911111112;0.9042510986328124;1;1.0
1652269597;0.0;86.93;0.8939450222222212;0.906768798828125;1;1.0
1652269612;0.0;80.2;0.939617008888888;0.90777587890625;1;1.0
1652269627;0.0;88.53;0.904864262222222;0.9004058837890625;1;1.0
1652269642;0.0;80.87;0.9248226444444452;0.900909423828125;1;1.0
1652269657;0.0;84.67;0.8803729777777777;0.902923583984375;1;1.0
1652269672;0.0;84.73;0.8988670666666672;0.9039306640625;1;1.0
1652269687;0.0;81.53;0.8957412511111114;0.8983917236328125;1;1.0
1652269702;0.0;88.13;0.8945091111111121;0.8992919921875;1;1.0
1652269717;0.0;81.67;0.909734224444445;0.9028167724609376;1;1.0
1652269732;0.0;85.87;0.9069932288888884;0.8967742919921875;1;1.0
1652269747;0.0;79.13;0.9373059266666662;0.8977813720703125;1;1.0
1652269762;0.0;82.27;0.8896633022222216;0.8987884521484375;1;1.0
1652269777;0.0;86.2;0.8979085111111101;0.8987884521484375;1;1.0
1652269792;0.0;76.47;0.8940043888888896;0.900299072265625;1;1.0
1652269807;0.0;87.2;0.8933333599999994;0.90130615234375;1;1.0
1652269822;0.0;79.4;0.8934322066666683;0.902313232421875;1;1.0
1652269837;0.0;88.93;0.8977198155555546;0.9028167724609376;1;1.0
1652269852;0.0;75.6;0.905754522222224;0.9028167724609376;1;1.0
1652269867;0.0;86.2;0.9009481933333316;0.9033203125;1;1.0
1652269882;0.0;85.93;0.8785142799999979;0.9033203125;1;1.0
1652269897;0.0;89.73;0.9160816888888904;0.90533447265625;1;1.0
1652269912;0.0;80.93;0.9055475866666686;0.906341552734375;1;1.0
1652269927;0.0;89.87;0.948831713333334;0.9068450927734376;1;1.0
1652269942;0.0;84.13;0.9232274488888884;0.9073486328125;1;1.0
1652269957;0.0;80.27;0.9377627022222214;0.9078521728515624;1;1.0
1652269972;0.0;85.73;0.8939172777777785;0.9078521728515624;1;1.0
1652269987;0.0;91.4;0.8990005688888888;0.9078521728515624;1;1.0
1652270002;0.0;82.67;0.8933005355555552;0.908355712890625;1;1.0
1652270017;0.0;80.73;0.932201964444443;0.908355712890625;1;1.0
1652270032;0.0;86.53;0.9270481688888872;0.9088592529296876;1;1.0
1652270047;0.0;82.47;0.9587831244444436;0.9088592529296876;1;1.0
1652270062;0.0;83.27;0.9229374177777774;0.9108734130859376;1;1.0
1652270077;0.0;85.6;0.9470709066666688;0.911376953125;1;1.0
1652270092;0.0;82.0;0.9083764711111116;0.911376953125;1;1.0
1652270107;0.0;89.0;0.9509897155555564;0.911376953125;1;1.0
1652270122;0.0;81.73;0.9090179355555544;0.911376953125;1;1.0
1652270137;0.0;84.53;0.9176555200000016;0.911376953125;1;1.0
1652270152;0.0;84.27;0.8962879199999987;0.911376953125;1;1.0
1652270167;0.0;84.6;0.942399117777778;0.91339111328125;1;1.0
1652270182;0.0;79.8;0.917811919999998;0.9154052734375;1;1.0
1652270197;0.0;79.73;0.9159972644444452;0.9154052734375;1;1.0
1652270212;0.0;91.4;0.8866478888888878;0.9154052734375;1;1.0
1652270227;0.0;79.0;0.934029835555556;0.9269866943359376;1;1.0
1652270242;0.0;86.33;0.9008323177777784;0.9269866943359376;1;1.0
1652270257;0.0;77.67;0.9001753711111127;0.927490234375;1;1.0
1652270272;0.0;89.53;0.9034743733333344;0.9269866943359376;1;1.0
1652270287;0.0;79.8;0.9088045133333328;0.9269866943359376;1;1.0
1652270302;0.0;89.27;0.944974462222222;0.9269866943359376;1;1.0
1652270317;0.0;78.07;0.9033214177777784;0.927490234375;1;1.0
1652270332;0.0;87.93;0.900086308888889;0.927490234375;1;1.0
1652270347;0.0;81.0;0.8650570222222211;0.928497314453125;1;1.0
1652270362;0.0;84.07;0.8684462044444419;0.9269866943359376;1;1.0
1652270377;0.0;78.93;0.8851981888888883;0.926483154296875;1;1.0
1652270392;0.0;90.33;0.9024410066666656;0.926483154296875;1;1.0
1652270407;0.0;83.8;0.9121198977777768;0.926483154296875;1;1.0
1652270422;0.0;81.27;0.9107504933333328;0.926483154296875;1;1.0
1652270437;0.0;86.07;0.9038383933333332;0.92547607421875;1;1.0
1652270452;0.0;84.87;0.919614500000004;0.92547607421875;1;1.0
1652270467;0.0;84.87;0.9209862666666644;0.92547607421875;1;1.0
1652270482;0.0;81.53;0.9219032622222232;0.92547607421875;1;1.0
1652270497;0.0;82.27;0.9088574977777776;0.92547607421875;1;1.0
1652270512;0.0;87.27;0.8909058822222202;0.924468994140625;1;1.0
1652270527;0.0;87.6;0.8792337422222215;0.9249725341796876;1;1.0
1652270542;0.0;78.33;0.8625219311111121;0.92547607421875;1;1.0
1652270557;0.0;80.87;0.8913119911111101;0.92547607421875;1;1.0
1652270572;0.0;82.47;0.8935571955555537;0.924468994140625;1;1.0
1652270587;0.0;86.67;0.9026786933333318;0.9249725341796876;1;1.0
1652270602;0.0;80.67;0.8847524044444425;0.92547607421875;1;1.0
1652270617;0.0;87.07;0.8850335111111133;0.926483154296875;1;1.0
1652270632;0.0;79.73;0.8903621466666664;0.9269866943359376;1;1.0
1652270647;0.0;85.33;0.908974217777778;0.9269866943359376;1;1.0
1652270662;0.0;81.87;0.9070985733333348;0.9269866943359376;1;1.0
1652270677;0.0;86.67;0.895881160000004;0.9259796142578124;1;1.0
1652270692;0.0;85.67;0.8704150177777744;0.9259796142578124;1;1.0
1652270707;0.0;84.27;0.8708957266666706;0.9259796142578124;1;1.0
1652270722;0.0;82.67;0.9099502844444488;0.9269866943359376;1;1.0
1652270737;0.0;85.8;0.8861323311111138;0.9269866943359376;1;1.0
1652270752;0.0;79.0;0.9205570444444472;0.9269866943359376;1;1.0
1652270767;0.0;85.93;0.8737613622222196;0.9269866943359376;1;1.0
1652270782;0.0;83.6;0.9057812911111138;0.9279937744140624;1;1.0
1652270797;0.0;77.13;0.8866966955555552;0.928497314453125;1;1.0
1652270812;0.0;90.0;0.8738175599999977;0.927490234375;1;1.0
1652270827;0.0;82.47;0.9050675644444456;0.9279937744140624;1;1.0
1652270842;0.0;79.53;0.9065232399999988;0.9279937744140624;1;1.0
1652270857;0.0;84.87;0.927077822222226;0.9340362548828124;1;1.0
1652270872;0.0;78.47;0.918600975555556;0.935546875;1;1.0
1652270887;0.0;89.33;0.9000288088888889;0.936553955078125;1;1.0
1652270902;0.0;79.4;0.8807698533333324;0.0;1;1.0
1652270917;0.1913;73.53;0.6453953920555565;0.0;1;0.8087000000000001
1652270932;0.1913;0.0;0.4358860733333333;0.0;1;0.8087000000000001
1652270947;0.1913;0.0;0.0;0.0;1;0.8087000000000001
1652270962;0.1913;0.0;0.0;0.0;1;0.8087000000000001
1652270977;1.0;1.33;0.0;0.0;1;0.0
1652270992;1.0;18.73;0.0;0.0;1;0.0
1652271007;1.0;9.4;0.0;0.0;1;0.0
1652271022;1.0;11.93;0.0;0.0;1;0.0
1652271037;1.0;9.33;0.0;0.0;1;0.0
1652271052;0.9998;21.07;0.0;0.0;1;0.0001999999999999
1652271067;0.9997;9.87;0.0;0.0;1;0.0003
1652271082;0.9997;11.87;0.0;0.0;1;0.0003
1652271097;1.0;11.8;0.0;0.0;1;0.0
1652271112;1.0;13.93;0.0;0.0;1;0.0
1652271127;0.9997;11.47;0.0;0.0;1;0.0003
1652271142;0.9997;10.07;0.0;0.0;1;0.0003
1652271157;1.0;11.0;0.0;0.0;1;0.0
1652271172;1.0;13.13;0.0;0.0;1;0.0
1652271187;0.9997;13.07;0.0;0.0;1;0.0003
1652271202;0.9997;10.47;0.0;0.0;1;0.0003
1652271217;0.9997;12.87;0.0;0.0;1;0.0003
1652271232;0.9997;10.47;0.0;0.0;1;0.0003
1652271247;1.0;10.33;0.0;0.0;1;0.0
1652271262;1.0;12.13;0.0;0.0;1;0.0
1652271277;0.9997;10.87;0.0;0.0;1;0.0003
1652271292;1.0;15.0;0.0;0.0;1;0.0
1652271307;0.9996;8.27;0.0;0.0;1;0.0004
1652271322;1.0;13.2;0.0;0.0;1;0.0
1652271337;1.0;11.73;0.0;0.0;1;0.0
1652271352;0.9996;8.67;0.0;0.0;1;0.0004
1652271367;0.9997;13.27;0.0;0.0;1;0.0003
1652271382;0.9997;11.27;0.0;0.0;1;0.0003
1652271397;0.9997;9.67;0.0;0.0;1;0.0003
1652271412;0.9997;11.27;0.0;0.0;1;0.0003
1652271427;1.0;10.73;0.0;0.0;1;0.0
1652271442;0.9998;13.47;0.0;0.0;1;0.0001999999999999
1652271457;1.0;10.8;0.0;0.0;1;0.0
1652271472;1.0;11.93;0.0;0.0;1;0.0
1652271487;1.0;11.2;0.0;0.0;1;0.0
1652271502;1.0;12.2;0.0;0.0;1;0.0
1652271517;1.0;13.4;0.0;0.0;1;0.0
1652271532;0.9997;11.67;0.0;0.0;1;0.0003
1652271547;1.0;11.73;0.0;0.0;1;0.0
1652271562;0.9997;11.07;0.0;0.0;1;0.0003
1652271577;0.9998;13.47;0.0;0.0;1;0.0001999999999999
1652271592;1.0;12.0;0.0;0.0;1;0.0
1652271607;1.0;14.0;0.0;0.0;1;0.0
1652271622;1.0;9.93;0.0;0.0;1;0.0
1652271637;0.9997;12.07;0.0;0.0;1;0.0003
1652271652;1.0;14.53;0.0;0.0;1;0.0
1652271667;1.0;12.6;0.0;0.0;1;0.0
1652271682;0.9998;16.67;0.0;0.0;1;0.0001999999999999
1652271697;1.0;13.13;0.0;0.0;1;0.0
1652271712;0.9997;11.07;0.0;0.0;1;0.0003
1652271727;1.0;11.2;0.0;0.8490447998046875;1;0.0
1652271742;0.2758;27.07;0.0;0.856597900390625;1;0.7242000000000001
1652271757;0.0352;49.27;0.2815654435555556;0.8571014404296875;1;0.9648
1652271772;0.9524;0.07;0.1849662920555555;0.85760498046875;1;0.0476
1652271787;0.9524;0.0;0.166279311111111;0.9268341064453124;1;0.0476
1652271802;0.0;39.53;0.2389145444444444;0.9248199462890624;1;1.0
1652271817;0.0070999999999999;9.33;0.2579122866666666;0.925323486328125;1;0.9929
1652271832;0.0;1.27;0.2618757777777778;0.92230224609375;1;1.0
1652271847;0.0;3.07;0.0384667111111111;0.91156005859375;1;1.0
1652271862;0.0;4.93;0.0379307088888888;0.907012939453125;1;1.0
1652271877;0.0;6.73;0.0490780066666666;0.9165802001953124;1;1.0
1652271892;0.0;8.07;0.0578895488888888;0.873779296875;1;1.0
1652271907;0.0;9.6;0.0795719266666666;0.87579345703125;1;1.0
1652271922;0.0;7.13;0.0793008066666666;0.8910064697265625;1;1.0
1652271937;0.0051;13.07;0.0801229688888889;0.89453125;1;0.9949
1652271952;0.0043;15.4;0.08540448;0.905609130859375;1;0.9957
1652271967;0.0202;19.8;0.12546232;0.90118408203125;1;0.9798
1652271982;0.0583;22.87;0.1375265688888888;0.9031982421875;1;0.9417
1652271997;0.0506;22.4;0.1520544399999999;0.8682098388671875;1;0.9494
1652272012;0.0463;24.47;0.154782882222222;0.8861846923828125;1;0.9537
1652272027;0.0516999999999999;29.67;0.1773464488888889;0.890716552734375;1;0.9483
1652272042;0.0464;30.2;0.1884317999999999;0.8972625732421875;1;0.9536
1652272057;0.0412;30.73;0.2107444355555555;0.9536590576171876;1;0.9588
1652272072;0.0227999999999999;32.13;0.2333834111111111;0.8781280517578125;1;0.9772
