timestamp;req_failed;request_per_sec;cpu_percent;memory_percent
1652267062;100.04;8.53;;
1652267077;99.98;16.27;;
1652267092;100.0;67.67;;
1652267107;100.01;47.53;;
1652267122;99.98;20.87;;
1652267137;99.97;11.07;;0.248870849609375
1652267152;100.0;30.6;;0.5855560302734375
1652267167;100.0;8.8;0.07596066633333333;0.5948638916015625
1652267182;0.0;0.07;0.06691316844444443;0.643035888671875
1652267197;0.0;0.07;0.05363339777777778;0.9538421630859375
1652267212;0.83;16.07;0.11849491162962965;0.8975067138671875
1652267227;0.0;52.13;0.3132242544444444;0.8859100341796875
1652267242;0.66;30.33;0.44759227911111116;0.8444976806640625
1652267257;0.61;22.0;0.4336500888888889;0.855194091796875
1652267272;1.85;3.6;0.2277267955555555;0.86627197265625
1652267287;2.13;3.13;0.09846520222222226;0.8667755126953125
1652267302;49.38;0.27;0.028229564444444417;0.8602294921875
1652267317;102.56;0.13;0.014084915555555551;0.8285064697265625
1652267332;102.56;0.0;0.002295480000000004;0.8033599853515625
1652267347;102.56;0.0;0.0007678600000000004;0.803863525390625
1652267362;102.56;0.0;0.0007302888888889451;0.803863525390625
1652267377;102.56;0.0;0.00047905555555555814;0.803863525390625
1652267392;102.56;0.0;0.0004518666666666288;0.803863525390625
1652267407;102.56;0.0;0.0006783222222221891;0.803863525390625
1652267422;102.56;0.0;0.0005406733333333118;0.803863525390625
1652267437;102.56;0.0;0.00040935999999997343;0.803863525390625
1652267452;102.56;0.0;0.0005618466666666519;0.803863525390625
1652267467;102.56;0.0;0.0005578599999999767;0.803863525390625
1652267482;102.56;0.0;0.0004938044444444579;0.803863525390625
1652267497;100.0;1.0;0.0006216000000000418;0.803863525390625
1652267512;100.0;0.0;0.0005559222222222122;0.803863525390625
1652267527;100.0;0.0;0.0006284355555555029;0.874359130859375
1652267542;78.44;58.13;0.055654062222222224;0.876373291015625
1652267557;38.87;40.13;0.06008021111111108;0.8753662109375
1652267572;89.05;14.0;0.06346237333333332;0.8753662109375
1652267587;89.05;0.0;0.015077424444444413;0.8753662109375
1652267602;89.05;0.0;0.009971500000000017;0.8753662109375
1652267617;89.05;0.0;0.0005659022222222316;0.888458251953125
1652267632;0.0;5.33;0.016855197777777813;0.9131317138671875
1652267647;0.0;17.13;0.07335478666666664;0.92169189453125
1652267662;0.0;35.93;0.16106537777777774;0.930755615234375
1652267677;0.0;52.13;0.2841668955555555;0.9342803955078125
1652267692;0.0;61.73;0.3643931222222222;0.9252166748046875
1652267707;0.0;86.13;0.50762628;0.892486572265625
1652267722;0.0;96.13;0.6318062933333333;0.956268310546875
1652267737;0.0;110.07;0.8359281977777776;0.9577789306640625
1652267752;0.0;105.0;0.8908387311111111;0.958282470703125
1652267767;0.0;103.2;0.9688252866666668;0.9517364501953125
1652267782;0.07;94.33;0.9326065488888892;0.948211669921875
1652267797;0.07;99.27;0.9636558688888888;0.950225830078125
1652267812;0.07;93.87;0.9349945555555557;0.956268310546875
1652267827;0.07;98.87;0.9261817288888885;0.90087890625
1652267842;0.07;93.4;0.9291068155555554;0.8963470458984375
1652267857;0.07;98.2;0.9020158799999997;
1652267872;53.8;71.13;0.6972584583611111;
1652267887;95.24;0.07;0.4549822555000008;
1652267902;100.0;3.4;;0.0184173583984375
1652267917;99.98;14.07;;0.9557952880859375
1652267932;63.5;98.27;0.285765742;0.8555908203125
1652267947;22.81;95.27;0.46977010922222223;0.93212890625
1652267962;19.52;112.0;0.7147297658148147;
1652267977;57.96;114.8;0.708817291;
1652267992;57.96;0.0;0.518644448;0.623992919921875
1652268007;57.96;0.0;0.07935815555555557;0.69964599609375
1652268022;57.96;0.0;0.0384413451111111;0.74603271484375
1652268037;0.0;14.0;0.05789193383333333;0.869964599609375
1652268052;0.0;34.07;0.1671387933333333;0.980743408203125
1652268067;0.0;50.8;0.2971712512222222;0.92333984375
1652268082;0.0;60.33;0.42029498444444446;0.964630126953125
1652268097;0.0;87.47;0.5754541355555556;0.8259735107421875
1652268112;0.0;90.0;0.7417031422222221;0.8884124755859375
1652268127;0.0;86.8;0.8461628688888889;0.8162384033203125
1652268142;0.0;79.0;0.8655162333333332;0.8706207275390625
1652268157;0.0;90.93;0.8423880355555554;0.84393310546875
1652268172;0.0;93.13;0.8862707222222224;0.8877410888671875
1652268187;0.0;95.0;0.9235577622222223;0.9028472900390625
1652268202;0.15;89.6;0.9423496222222222;0.8983154296875
1652268217;0.0;87.6;0.953573228888889;0.8988189697265625
1652268232;0.0;92.47;0.9457030622222222;0.8988189697265625
1652268247;0.0;85.6;0.929619908888889;0.8978118896484375
1652268262;0.0;82.0;0.9109289711111109;0.899322509765625
1652268277;0.0;89.93;0.9260265888888891;0.90234375
1652268292;0.08;88.73;0.9315075733333331;0.903350830078125
1652268307;0.0;87.67;0.9265845755555555;0.9028472900390625
1652268322;0.0;87.53;0.9336055555555554;0.903350830078125
1652268337;0.0;80.13;0.9104505133333329;0.9119110107421875
1652268352;0.0;91.6;0.9501956422222223;0.7511749267578125
1652268367;0.11;62.27;0.8437883444444443;0.7733306884765625
1652268382;0.0;87.27;0.864429384444445;0.8085784912109375
1652268397;0.0;87.27;0.8521870088888893;0.8246917724609375
1652268412;0.0;87.2;0.9315435177777772;0.828216552734375
1652268427;0.0;88.2;0.9278125311111113;0.8297271728515625
1652268442;0.0;91.27;0.9248693577777771;0.83123779296875
1652268457;0.0;71.13;0.9388043311111118;0.8377838134765625
1652268472;0.0;83.0;0.9247049022222211;0.84130859375
1652268487;0.0;92.33;0.9103568200000003;0.87957763671875
1652268502;2.56;93.6;0.9128160133333331;0.8820953369140625
1652268517;1.03;25.93;0.663923657777779;0.882598876953125
1652268532;45.09;5.47;0.3634976222222222;0.8856201171875
1652268547;0.0;17.47;0.09683428666666663;0.888641357421875
1652268562;0.0;36.4;0.1373765755555559;0.888641357421875
1652268577;0.12;57.87;0.3148987399999997;0.8921661376953125
1652268592;0.0;68.13;0.5174941800000005;0.8936767578125
1652268607;0.0;84.0;0.7028373466666658;0.8931732177734375
1652268622;0.0;76.53;0.8394240977777776;0.8961944580078125
1652268637;0.0;78.53;0.8999501199999991;0.8972015380859375
1652268652;0.0;91.93;0.9327055200000005;0.8972015380859375
1652268667;0.0;77.87;0.9270372088888886;0.897705078125
1652268682;0.0;92.53;0.9586215200000008;0.9304351806640625
1652268697;0.0;80.73;0.95525576;0.938995361328125
1652268712;0.0;84.73;0.9480977911111116;
1652268727;33.66;87.93;0.6986611500555552;
1652268742;33.66;0.0;0.47603318944444584;
1652268757;33.66;0.0;;
1652268772;100.04;9.13;;
1652268787;100.0;17.4;;
1652268802;100.0;30.4;;
1652268817;100.0;10.2;;
1652268832;100.02;14.73;;
1652268847;100.0;12.2;;
1652268862;99.99;33.87;;
1652268877;100.01;26.73;;0.587432861328125
1652268892;100.0;66.4;;0.5526885986328125
1652268907;100.0;0.0;0.00025174644444444545;0.5526885986328125
1652268922;100.0;0.0;0.0003319378611111142;0.5526885986328125
1652268937;100.0;0.0;0.0003401266666666686;0.5526885986328125
1652268952;100.0;0.0;0.0004462666666666701;0.553192138671875
1652268967;100.0;0.0;0.0004741355555555524;0.6868438720703125
1652268982;0.0;7.53;0.0510073311111111;0.902557373046875
1652268997;0.0;51.8;0.19368881777777774;0.9812164306640625
1652269012;0.0;74.33;0.4626527705925926;0.921295166015625
1652269027;0.0;64.67;0.6802434088148149;0.8341827392578125
1652269042;0.0;62.2;0.7983767577777778;0.8976287841796875
1652269057;0.0;78.07;0.835423071111111;0.9268341064453125
1652269072;0.0;81.13;0.8668378911111112;
1652269087;51.53;69.73;0.726462671277778;0.0193328857421875
1652269102;100.01;52.13;0.31227928666666677;0.743621826171875
1652269117;8.26;14.53;0.06927611111111105;0.7078704833984375
1652269132;8.26;0.0;0.06409212783333335;0.7078704833984375
1652269147;8.26;0.0;0.06019354148148147;0.80596923828125
1652269162;0.0;7.0;0.03140222888888889;0.8721466064453125
1652269177;2.27;70.47;0.3169199377777777;0.7714385986328125
1652269192;1.87;60.47;0.5216744534814814;0.9184722900390625
1652269207;1.11;84.13;0.7756825207777778;0.931304931640625
1652269222;0.0;85.73;0.8432258066666667;0.9383544921875
1652269237;0.0;86.13;0.949374171111111;0.9398651123046875
1652269252;0.0;90.13;0.956451648888889;0.9227447509765625
1652269267;0.0;83.87;0.9335640222222221;0.921234130859375
1652269282;0.0;74.93;0.9225772644444443;0.9257659912109375
1652269297;0.0;80.67;0.9128756755555555;0.9328155517578125
1652269312;0.0;83.2;0.9270284844444444;0.933319091796875
1652269327;0.0;77.53;0.9016784911111114;0.94842529296875
1652269342;0.0;80.2;0.9259998266666666;0.94842529296875
1652269357;0.0;67.93;0.9041521133333333;0.939361572265625
1652269372;0.0;82.67;0.9073761466666668;0.9398651123046875
1652269387;0.0;81.6;0.8836155688888886;0.9449005126953125
1652269402;0.0;73.33;0.9426278222222221;0.9449005126953125
1652269417;0.0;76.8;0.9438910066666665;0.9529571533203125
1652269432;0.0;72.73;0.9387042933333336;0.9549713134765625
1652269447;0.0;83.6;0.9069643755555552;0.953460693359375
1652269462;0.0;76.07;0.9036298111111111;0.9509429931640625
1652269477;0.0;80.73;0.9125432333333328;0.94024658203125
1652269492;0.0;75.93;0.9145405866666666;0.9297943115234375
1652269507;0.0;82.33;0.9199666577777786;0.9364776611328125
1652269522;0.0;79.13;0.9260873044444452;0.943023681640625
1652269537;0.0;83.07;0.8879023266666661;0.9062652587890625
1652269552;0.0;81.2;0.9185938622222225;0.9017333984375
1652269567;0.0;91.53;0.8962769622222216;0.902740478515625
1652269582;0.0;83.07;0.9425899111111119;0.9042510986328125
1652269597;0.0;86.93;0.8939450222222212;0.906768798828125
1652269612;0.0;80.2;0.939617008888888;0.90777587890625
1652269627;0.0;88.53;0.904864262222222;0.9004058837890625
1652269642;0.0;80.87;0.9248226444444451;0.900909423828125
1652269657;0.0;84.67;0.8803729777777777;0.902923583984375
1652269672;0.0;84.73;0.8988670666666672;0.9039306640625
1652269687;0.0;81.53;0.8957412511111114;0.8983917236328125
1652269702;0.0;88.13;0.8945091111111121;0.8992919921875
1652269717;0.0;81.67;0.909734224444445;0.9028167724609375
1652269732;0.0;85.87;0.9069932288888884;0.8967742919921875
1652269747;0.0;79.13;0.9373059266666662;0.8977813720703125
1652269762;0.0;82.27;0.8896633022222216;0.8987884521484375
1652269777;0.0;86.2;0.8979085111111101;0.8987884521484375
1652269792;0.0;76.47;0.8940043888888896;0.900299072265625
1652269807;0.0;87.2;0.8933333599999994;0.90130615234375
1652269822;0.0;79.4;0.8934322066666683;0.902313232421875
1652269837;0.0;88.93;0.8977198155555546;0.9028167724609375
1652269852;0.0;75.6;0.9057545222222239;0.9028167724609375
1652269867;0.0;86.2;0.9009481933333315;0.9033203125
1652269882;0.0;85.93;0.8785142799999979;0.9033203125
1652269897;0.0;89.73;0.9160816888888904;0.90533447265625
1652269912;0.0;80.93;0.9055475866666686;0.906341552734375
1652269927;0.0;89.87;0.9488317133333339;0.9068450927734375
1652269942;0.0;84.13;0.9232274488888883;0.9073486328125
1652269957;0.0;80.27;0.9377627022222214;0.9078521728515625
1652269972;0.0;85.73;0.8939172777777785;0.9078521728515625
1652269987;0.0;91.4;0.8990005688888888;0.9078521728515625
1652270002;0.0;82.67;0.8933005355555552;0.908355712890625
1652270017;0.0;80.73;0.932201964444443;0.908355712890625
1652270032;0.0;86.53;0.9270481688888872;0.9088592529296875
1652270047;0.0;82.47;0.9587831244444437;0.9088592529296875
1652270062;0.0;83.27;0.9229374177777774;0.9108734130859375
1652270077;0.0;85.6;0.9470709066666687;0.911376953125
1652270092;0.0;82.0;0.9083764711111117;0.911376953125
1652270107;0.0;89.0;0.9509897155555563;0.911376953125
1652270122;0.0;81.73;0.9090179355555544;0.911376953125
1652270137;0.0;84.53;0.9176555200000015;0.911376953125
1652270152;0.0;84.27;0.8962879199999987;0.911376953125
1652270167;0.0;84.6;0.9423991177777781;0.91339111328125
1652270182;0.0;79.8;0.9178119199999981;0.9154052734375
1652270197;0.0;79.73;0.9159972644444452;0.9154052734375
1652270212;0.0;91.4;0.8866478888888878;0.9154052734375
1652270227;0.0;79.0;0.9340298355555559;0.9269866943359375
1652270242;0.0;86.33;0.9008323177777785;0.9269866943359375
1652270257;0.0;77.67;0.9001753711111127;0.927490234375
1652270272;0.0;89.53;0.9034743733333345;0.9269866943359375
1652270287;0.0;79.8;0.9088045133333329;0.9269866943359375
1652270302;0.0;89.27;0.9449744622222219;0.9269866943359375
1652270317;0.0;78.07;0.9033214177777785;0.927490234375
1652270332;0.0;87.93;0.900086308888889;0.927490234375
1652270347;0.0;81.0;0.8650570222222211;0.928497314453125
1652270362;0.0;84.07;0.8684462044444419;0.9269866943359375
1652270377;0.0;78.93;0.8851981888888883;0.926483154296875
1652270392;0.0;90.33;0.9024410066666657;0.926483154296875
1652270407;0.0;83.8;0.9121198977777768;0.926483154296875
1652270422;0.0;81.27;0.9107504933333328;0.926483154296875
1652270437;0.0;86.07;0.9038383933333332;0.92547607421875
1652270452;0.0;84.87;0.9196145000000039;0.92547607421875
1652270467;0.0;84.87;0.9209862666666645;0.92547607421875
1652270482;0.0;81.53;0.9219032622222231;0.92547607421875
1652270497;0.0;82.27;0.9088574977777777;0.92547607421875
1652270512;0.0;87.27;0.8909058822222202;0.924468994140625
1652270527;0.0;87.6;0.8792337422222215;0.9249725341796875
1652270542;0.0;78.33;0.8625219311111121;0.92547607421875
1652270557;0.0;80.87;0.8913119911111101;0.92547607421875
1652270572;0.0;82.47;0.8935571955555537;0.924468994140625
1652270587;0.0;86.67;0.9026786933333318;0.9249725341796875
1652270602;0.0;80.67;0.8847524044444425;0.92547607421875
1652270617;0.0;87.07;0.8850335111111133;0.926483154296875
1652270632;0.0;79.73;0.8903621466666664;0.9269866943359375
1652270647;0.0;85.33;0.9089742177777781;0.9269866943359375
1652270662;0.0;81.87;0.9070985733333347;0.9269866943359375
1652270677;0.0;86.67;0.895881160000004;0.9259796142578125
1652270692;0.0;85.67;0.8704150177777744;0.9259796142578125
1652270707;0.0;84.27;0.8708957266666706;0.9259796142578125
1652270722;0.0;82.67;0.9099502844444487;0.9269866943359375
1652270737;0.0;85.8;0.8861323311111138;0.9269866943359375
1652270752;0.0;79.0;0.9205570444444472;0.9269866943359375
1652270767;0.0;85.93;0.8737613622222196;0.9269866943359375
1652270782;0.0;83.6;0.9057812911111138;0.9279937744140625
1652270797;0.0;77.13;0.8866966955555552;0.928497314453125
1652270812;0.0;90.0;0.8738175599999977;0.927490234375
1652270827;0.0;82.47;0.9050675644444456;0.9279937744140625
1652270842;0.0;79.53;0.9065232399999987;0.9279937744140625
1652270857;0.0;84.87;0.9270778222222259;0.9340362548828125
1652270872;0.0;78.47;0.9186009755555561;0.935546875
1652270887;0.0;89.33;0.9000288088888889;0.936553955078125
1652270902;0.0;79.4;0.8807698533333324;
1652270917;19.13;73.53;0.6453953920555565;
1652270932;19.13;0.0;0.4358860733333333;
1652270947;19.13;0.0;;
1652270962;19.13;0.0;;
1652270977;100.25;1.33;;
1652270992;100.02;18.73;;
1652271007;100.0;9.4;;
1652271022;100.03;11.93;;
1652271037;100.04;9.33;;
1652271052;99.98;21.07;;
1652271067;99.97;9.87;;
1652271082;99.97;11.87;;
1652271097;100.0;11.8;;
1652271112;100.02;13.93;;
1652271127;99.97;11.47;;
1652271142;99.97;10.07;;
1652271157;100.0;11.0;;
1652271172;100.03;13.13;;
1652271187;99.97;13.07;;
1652271202;99.97;10.47;;
1652271217;99.97;12.87;;
1652271232;99.97;10.47;;
1652271247;100.03;10.33;;
1652271262;100.03;12.13;;
1652271277;99.97;10.87;;
1652271292;100.0;15.0;;
1652271307;99.96;8.27;;
1652271322;100.0;13.2;;
1652271337;100.03;11.73;;
1652271352;99.96;8.67;;
1652271367;99.97;13.27;;
1652271382;99.97;11.27;;
1652271397;99.97;9.67;;
1652271412;99.97;11.27;;
1652271427;100.03;10.73;;
1652271442;99.98;13.47;;
1652271457;100.0;10.8;;
1652271472;100.03;11.93;;
1652271487;100.0;11.2;;
1652271502;100.0;12.2;;
1652271517;100.0;13.4;;
1652271532;99.97;11.67;;
1652271547;100.03;11.73;;
1652271562;99.97;11.07;;
1652271577;99.98;13.47;;
1652271592;100.0;12.0;;
1652271607;100.0;14.0;;
1652271622;100.03;9.93;;
1652271637;99.97;12.07;;
1652271652;100.02;14.53;;
1652271667;100.0;12.6;;
1652271682;99.98;16.67;;
1652271697;100.03;13.13;;
1652271712;99.97;11.07;;
1652271727;100.0;11.2;;0.8490447998046875
1652271742;27.58;27.07;;0.856597900390625
1652271757;3.52;49.27;0.2815654435555556;0.8571014404296875
1652271772;95.24;0.07;0.18496629205555556;0.85760498046875
1652271787;95.24;0.0;0.16627931111111108;0.9268341064453125
1652271802;0.0;39.53;0.23891454444444443;0.9248199462890625
1652271817;0.71;9.33;0.25791228666666666;0.925323486328125
1652271832;0.0;1.27;0.2618757777777778;0.92230224609375
1652271847;0.0;3.07;0.038466711111111114;0.91156005859375
1652271862;0.0;4.93;0.037930708888888866;0.907012939453125
1652271877;0.0;6.73;0.04907800666666667;0.9165802001953125
1652271892;0.0;8.07;0.05788954888888887;0.873779296875
1652271907;0.0;9.6;0.07957192666666664;0.87579345703125
1652271922;0.0;7.13;0.07930080666666663;0.8910064697265625
1652271937;0.51;13.07;0.08012296888888891;0.89453125
1652271952;0.43;15.4;0.08540448;0.905609130859375
1652271967;2.02;19.8;0.12546232000000007;0.90118408203125
1652271982;5.83;22.87;0.13752656888888884;0.9031982421875
1652271997;5.06;22.4;0.15205443999999993;0.8682098388671875
1652272012;4.63;24.47;0.15478288222222208;0.8861846923828125
1652272027;5.17;29.67;0.1773464488888889;0.890716552734375
1652272042;4.64;30.2;0.18843179999999995;0.8972625732421875
1652272057;4.12;30.73;0.21074443555555558;0.9536590576171875
1652272072;2.28;32.13;0.23338341111111116;0.8781280517578125
1652272087;2.47;35.13;0.28495832222222217;0.9053192138671875
1652272102;0.88;30.33;0.2828541222222221;0.9083404541015625
1652272117;1.85;39.6;0.2780711999999999;0.90985107421875
1652272132;2.24;41.73;0.2936091111111111;0.9123687744140625
1652272147;1.04;38.4;0.32093586666666674;0.91387939453125
1652272162;0.9;36.87;0.31502407111111125;0.9153900146484375
1652272177;1.07;43.8;0.317944591111111;0.9163970947265625
1652272192;1.15;40.47;0.3210310955555554;0.9174041748046875
1652272207;0.61;43.53;0.3391912977777777;0.9184112548828125
1652272222;0.0;41.0;0.3212215733333333;0.919921875
1652272237;0.47;42.87;0.33669529111111113;0.9204254150390625
1652272252;0.14;47.07;0.3526736533333333;0.9214324951171875
1652272267;0.65;51.4;0.39200935111111107;0.922943115234375
1652272282;1.75;57.07;0.45407946444444464;0.9264678955078125
1652272297;1.15;58.0;0.5126593999999999;0.926971435546875
1652272312;0.13;51.6;0.5108509422222223;0.926971435546875
1652272327;0.47;56.2;0.5037428444444443;0.926971435546875
1652272342;0.46;58.13;0.49321277333333324;0.9274749755859375
1652272357;0.34;59.6;0.5079600422222218;0.8529510498046875
1652272372;0.11;58.47;0.5182631488888887;0.8539581298828125
1652272387;0.0;61.6;0.5325149533333331;0.8559722900390625
1652272402;0.22;61.8;0.53773724;0.8559722900390625
1652272417;0.41;64.87;0.5847861488888888;0.8594970703125
1652272432;1.58;67.33;0.6281306466666668;0.860504150390625
1652272447;1.06;68.87;0.6834112599999994;0.864532470703125
1652272462;1.7;70.53;0.7314260711111109;0.8650360107421875
1652272477;1.31;76.33;0.7680015333333332;0.874114990234375
1652272492;0.29;69.73;0.7615599200000001;0.874114990234375
1652272507;0.0;72.47;0.6979713866666662;0.8756256103515625
1652272522;0.47;71.6;0.6917943244444447;0.876129150390625
1652272537;0.55;72.73;0.7109730222222221;0.87713623046875
1652272552;0.63;74.53;0.7708216533333333;0.87713623046875
1652272567;0.82;72.73;0.7947940288888883;0.87713623046875
1652272582;0.36;74.73;0.8081856555555558;0.87713623046875
1652272597;0.47;71.27;0.8198569644444433;0.878143310546875
1652272612;0.35;76.27;0.8702990088888896;0.878143310546875
1652272627;0.27;74.27;0.8403107377777776;0.878143310546875
1652272642;0.0;74.47;0.8285045244444442;0.878143310546875
1652272657;0.09;78.27;0.8374888466666662;0.878143310546875
1652272672;0.17;77.87;0.8487460622222227;0.8786468505859375
1652272687;0.0;82.47;0.8906606022222225;0.8786468505859375
1652272702;0.0;80.13;0.8700140200000003;0.8786468505859375
1652272717;0.08;81.27;0.8814535955555546;0.8474273681640625
1652272732;0.96;69.33;0.8417009799999998;0.8766326904296875
1652272747;0.16;82.53;0.8366678822222222;0.8766326904296875
1652272762;0.36;74.13;0.841618808888888;0.900299072265625
1652272777;1.15;80.93;0.8701771422222223;0.90130615234375
1652272792;1.38;82.33;0.8758454422222219;0.902313232421875
1652272807;0.17;79.0;0.8905309377777775;0.9018096923828125
1652272822;1.28;78.27;0.8495570444444449;0.902313232421875
1652272837;0.57;81.33;0.8473630844444453;0.906341552734375
1652272852;3.83;80.0;0.8650961755555563;0.9048309326171875
1652272867;1.94;82.67;0.8747055355555566;0.9058380126953125
1652272882;0.12;53.47;0.8748999311111106;0.8806610107421875
1652272897;0.18;75.67;0.8706982155555553;0.8806610107421875
1652272912;0.0;78.4;0.8639792355555553;0.882171630859375
1652272927;0.97;82.47;0.8739906422222222;0.8846893310546875
1652272942;0.5;80.13;0.8711512177777775;0.9225616455078125
1652272957;2.46;73.2;0.8570071133333335;0.84552001953125
1652272972;3.64;42.13;0.6881898088888875;0.848541259765625
1652272987;2.24;80.2;0.6768188511111096;0.8550872802734375
1652273002;1.69;82.93;0.708917913333332;0.87371826171875
1652273017;2.86;81.47;0.8664061111111095;0.874725341796875
1652273032;1.74;84.47;0.9017134933333334;0.87371826171875
1652273047;1.87;81.87;0.8955294022222208;0.86968994140625
1652273062;1.61;86.73;0.8841304800000014;0.868682861328125
1652273077;1.44;74.07;0.8721380866666676;0.86767578125
1652273092;3.49;86.07;0.8791117533333337;0.8681793212890625
1652273107;2.68;79.73;0.879627686666668;0.870697021484375
1652273122;6.28;85.93;0.8618096444444442;0.8742218017578125
1652273137;5.44;84.6;0.8607487600000013;0.872711181640625
1652273152;6.97;91.87;0.868163804444445;0.8752288818359375
1652273167;7.2;82.4;0.8860056600000007;
1652273182;43.16;64.87;0.6883363507222211;
1652273197;43.16;0.0;0.4548412167222224;
1652273212;43.16;0.0;;
1652273227;100.0;9.8;;
1652273242;100.0;25.2;;
1652273257;99.95;6.27;;
1652273272;100.0;10.2;;
1652273287;99.98;17.47;;
1652273302;99.98;14.87;;
1652273317;99.98;15.27;;
1652273332;99.98;14.47;;
1652273347;99.98;16.47;;
1652273362;100.02;13.93;;
1652273377;100.0;15.2;;
1652273392;99.97;11.87;;
1652273407;100.0;11.6;;
1652273422;99.98;14.87;;
1652273437;99.98;18.27;;
1652273452;100.02;18.93;;
1652273467;100.0;15.2;;
1652273482;100.0;16.6;;
1652273497;100.0;12.2;;
1652273512;100.02;16.33;;
1652273527;100.02;15.93;;
1652273542;100.0;29.6;;
1652273557;99.99;43.87;;0.701171875
1652273572;99.5;0.67;;0.657867431640625
1652273587;3.99;1.67;0.02046396644444444;0.669952392578125
1652273602;0.0;2.0;0.026561530833333333;0.6785125732421875
1652273617;0.0;2.93;0.028922719999999996;0.7077484130859375
1652273632;0.0;3.13;0.029771177777777772;0.7178192138671875
1652273647;0.0;4.67;0.03631320222222222;0.7258758544921875
1652273662;0.0;5.07;0.05114383555555555;0.7309112548828125
1652273677;0.0;4.87;0.05590301777777777;0.78680419921875
1652273692;0.0;5.93;0.05461007777777777;0.8243255615234375
1652273707;0.0;8.8;0.06342688222222222;0.83087158203125
1652273722;0.0;7.2;0.07333717777777779;0.8354034423828125
1652273737;0.0;8.13;0.07000522666666668;0.8394317626953125
1652273752;0.0;9.6;0.07945466222222221;0.8434600830078125
1652273767;0.0;9.2;0.07658677555555554;0.89324951171875
1652273782;0.6;11.13;0.0863604488888889;0.85699462890625
1652273797;2.06;12.93;0.09403623333333336;0.9008026123046875
1652273812;1.67;15.93;0.10339330888888891;0.8766326904296875
1652273827;1.72;19.33;0.1253626155555555;0.8786468505859375
1652273842;0.76;17.6;0.1424824422222222;0.880157470703125
1652273857;0.0;16.67;0.14337833555555554;0.882171630859375
1652273872;0.44;15.27;0.12577463111111112;0.8836822509765625
